1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2024 Q1,2024 Q1,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ALASKA,Alaska Gateway School District,0200050,Tok,Tok Transportation LLC,,1,Operating,1,2019 Q1,2019 Q4,2020 Q4,2020 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,TrailerCraft,No,VW Settlement,Alaska Energy Authority,,,,,,,,,,
COLORADO,Aspen Country Day School,00209228,ASPEN,,,1,Operating,1,2020 Q4,2021 Q3,2021 Q4,2021 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,Yes,ALT Fuels Colorado,Regional Air Quality Council,VW Settlement,Colorado Department of Public Health & Environment,,,,,,,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2024 Q1,2024 Q1,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
ARIZONA,Cartwright Elementary District (4282),0401680,PHOENIX,,,1,Operating,1,2020 Q1,2020 Q4,2021 Q2,2021 Q3,Blue Bird,,All American RE,D,,No,Diesel Emissions Reduction Act (DERA) grant,Environmental Protection Agency (EPA),,,,,,,,,Salt River Project,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
ARIZONA,Cedar Unified District (4395),0401810,Keams Canyon,,,1,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Thomas Built Buses,Proterra,311TS,C,Arizona Bus Center,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",Nuvve,,"$20,000 "
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
ARIZONA,Chinle Unified District (4158),0401940,Chinle,,,18,Operating,1,2021 Q1,2021 Q4,2022 Q3,2022 Q4,Blue Bird,,Vision Electric,C,,No,Transportation Modernization Grant,A for Arizona,,,,,,,,,,
ARIZONA,Chinle Unified District (4158),0401940,Chinle,,,18,Operating,2,2022 Q1,2022 Q2,2023 Q1,2023 Q2,Blue Bird,,Vision Electric,C,,No,Transportation Modernization Grant,A for Arizona,,,,,,,,,,
ARIZONA,Chinle Unified District (4158),0401940,Chinle,,,18,Operating,2,2022 Q1,2022 Q2,2023 Q1,2023 Q2,Blue Bird,,All American RE,D,,No,Transportation Modernization Grant,A for Arizona,,,,,,,,,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Modesto City Schools,0601330,Modesto,,,64,Ordered,2,2020 Q3,2021 Q2,,,Blue Bird,,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$210,000 ",ClipperCreek,,
CALIFORNIA,Twin Rivers Unified,0601332,McClellan,,,84,Ordered,5,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Sacramento Emergency Clean Air Transportation Program,Sacramento Metropolitan Air Quality Management District,,,,,,,,
CALIFORNIA,Twin Rivers Unified,0601332,McClellan,,,84,Ordered,5,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Sacramento Emergency Clean Air Transportation Program,Sacramento Metropolitan Air Quality Management District,,,,,,,,
CALIFORNIA,Twin Rivers Unified,0601332,McClellan,,,84,Ordered,5,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Sacramento Emergency Clean Air Transportation Program,Sacramento Metropolitan Air Quality Management District,,,,,,,,
CALIFORNIA,Almond Acres Charter Academy District,0601943,San Miguel,,,1,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$161,288 ",,,
CALIFORNIA,Centralia Elementary,0608070,Buena Park,,,10,Operating,1,2020 Q3,2021 Q2,2022 Q4,,IC Bus,,Electric CE,C,Model 1 Commercial Vehicles,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$148,750 ",,,
CALIFORNIA,Guadalupe Union Elementary,0616260,Guadalupe,,,1,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$348,000 ",,,
CALIFORNIA,Hollister,0617340,Hollister,,,3,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Electric School Bus Program,Central Coast Community Energy,,,,,"$411,062",,,
CALIFORNIA,Hollister,0617340,Hollister,,,3,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Electric School Bus Program,Central Coast Community Energy,,,,,"$411,062",,,
CALIFORNIA,Hollister,0617340,Hollister,,,3,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Electric School Bus Program,Central Coast Community Energy,,,,,"$411,062",,,
CALIFORNIA,Live Oak Unified,0622050,Live Oak,,,4,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Zero Emission School Bus Program,Monterey Bay Air Resources District,Grant,Central Coast Community Energy,,,"$353,312 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,Roseville Joint Union High,0633630,Roseville,,,18,Ordered,1,2020 Q3,2021 Q2,,,Blue Bird,Cummins,All American RE,D,A-Z Bus Sales,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$298,000 ",,,
CALIFORNIA,San Benito High,0634140,Hollister,,,3,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),Zero Emission School Bus Program,Monterey Bay Air Resources District,,,,,,"$340,250",,,
CALIFORNIA,San Lorenzo Valley Unified,0634740,Ben Lomond,,,5,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Zero Emission School Bus Program,Monterey Bay Air Resources District,,,,,"$340,250",,,
CALIFORNIA,San Ysidro Elementary,0635220,San Ysidro,,,5,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,Community Air Protection Incentive Project,California Air Resources Board (CARB),California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,,
ARIZONA,Isaac Elementary District (4259),0403960,PHOENIX,,,11,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Blue Bird,,T3RE,D,Canyon State Bus Sales,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ARIZONA,Isaac Elementary District (4259),0403960,PHOENIX,,,11,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Blue Bird,,T3RE,D,Canyon State Bus Sales,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ARIZONA,Isaac Elementary District (4259),0403960,PHOENIX,,,11,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Blue Bird,,T3RE,D,Canyon State Bus Sales,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ARIZONA,Isaac Elementary District (4259),0403960,PHOENIX,,,11,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Blue Bird,,T3RE,D,Canyon State Bus Sales,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ARIZONA,Isaac Elementary District (4259),0403960,PHOENIX,,,11,Operating,1,2022 Q4,2023 Q1,2024 Q1,2024 Q1,Blue Bird,,T3RE,D,Canyon State Bus Sales,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ARIZONA,Isaac Elementary District (4259),0403960,PHOENIX,,,11,Operating,1,2022 Q4,2023 Q1,2024 Q1,2024 Q1,Blue Bird,,T3RE,D,Canyon State Bus Sales,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
CALIFORNIA,San Ysidro Elementary,0635220,San Ysidro,,,5,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LIonD,D,,Yes,Community Air Protection Incentive Project,California Air Resources Board (CARB),California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,,
CALIFORNIA,San Ysidro Elementary,0635220,San Ysidro,,,5,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,Community Air Protection Incentive Project,California Air Resources Board (CARB),California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,,
CALIFORNIA,Soledad Unified,0637050,Soledad,,,9,Ordered,1,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Zero Emission School Bus Program,Monterey Bay Air Resources District,,,,,"$355,007",,,
CALIFORNIA,Vacaville Unified,0640590,Vacaville,,,4,Ordered,3,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,Community Air Protection Incentive Project,California Air Resources Board (CARB),California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,"$392,700",,,
CALIFORNIA,Whittier Union High,0642480,Whittier,,,37,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$400,000",,,
CALIFORNIA,Whittier Union High,0642480,Whittier,,,37,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$400,000",,,
CALIFORNIA,Whittier Union High,0642480,Whittier,,,37,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$400,000",,,
CALIFORNIA,Whittier Union High,0642480,Whittier,,,37,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$400,000",,,
CALIFORNIA,Whittier Union High,0642480,Whittier,,,37,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$400,000",,,
CALIFORNIA,Whittier Union High,0642480,Whittier,,,37,Ordered,2,2020 Q3,2021 Q2,,,Lion Electric,,LionD,D,,Yes,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),Lower-Emission School Bus Program,California Air Resources Board (CARB),,,,,"$400,000",,,
CALIFORNIA,Gonzales Unified,0600046,Gonzales,,,5,Ordered,3,2020 Q4,2021 Q3,,,Lion Electric,,LionD,D,,No,California's Hybrid and Zero-Emission Truck and Bus Voucher Incentive Program (HVIP),California Air Resources Board (CARB),,,,,,,"$442,024 ",,,
